FID,CITY_NAME,GMI_ADMIN,ADMIN_NAME,FIPS_CNTRY,CNTRY_NAME,STATUS,POP,POP_RANK,POP_CLASS,PORT_ID,LABEL_FLAG,POP_SOURCE,lat,long
"758",Sinop,TUR-SIN,Sinop,TU,Turkey,Provincial capital,,"0",,"44460","1",,42.0229979276,35.1530013029
"759",Kastamonu,TUR-KST,Kastamonu,TU,Turkey,Provincial capital,,"0",,"0","1",,41.3890020630,33.7830032950
"760",Samsun,TUR-SMS,Samsun,TU,Turkey,Provincial capital,,"0",,"44450","1",,41.2929990350,36.3310023563
"761",Amasya,TUR-AMS,Amasya,TU,Turkey,Provincial capital,,"0",,"0","1",,40.6500030107,35.8350033150
"762",Corum,TUR-COR,Corum,TU,Turkey,Provincial capital,,"0",,"0","1",,40.5539999826,34.9640014230
"763",Yozgat,TUR-YZG,Yozgat,TU,Turkey,Provincial capital,,"0",,"0","1",,39.8179980048,34.8149972886
"764",Simferopol',UKR-KRM,Crimean,UP,Ukraine,Provincial capital,,"0",,"0","0",,44.9620019440,34.1039974094
"765",Ordu,TUR-ORD,Ordu,TU,Turkey,Provincial capital,,"0",,"44420","1",,40.9840019894,37.8759963549
"766",Giresun,TUR-GRS,Giresun,TU,Turkey,Provincial capital,,"0",,"44410","1",,40.9130010600,38.3900043209
"767",Tokat,TUR-TOK,Tokat,TU,Turkey,Provincial capital,,"0",,"0","1",,40.3059960767,36.5630043234
"768",Sivas,TUR-SIV,Sivas,TU,Turkey,Provincial capital,,"0",,"0","1",,39.7479959348,37.0179993272
"769",Bat'umi,GEO-AJR,Ajaria,GG,Georgia,Provincial capital,,"5","100,000 to 249,999","44350","0",UN_Data_2010_2020,41.6333249505,41.6333253395
"770",Coruh,TUR-ART,Artvin,TU,Turkey,Provincial capital,,"0",,"0","0",,41.1830010539,41.8179963323
"771",Rize,TUR-RIZ,Rize,TU,Turkey,Provincial capital,,"0",,"44380","1",,41.0200019665,40.5230042894
"772",Trabzon,TUR-TRB,Trabzon,TU,Turkey,Provincial capital,,"0",,"44390","1",,41.0010029531,39.7179994319
"773",Gumushane,TUR-GMS,Gumshane,TU,Turkey,Provincial capital,,"0",,"0","0",,40.4640000398,39.4839994151
"774",Erzurum,TUR-ERR,Erzurum,TU,Turkey,Provincial capital,,"0",,"0","1",,39.9040020137,41.2920003991
"775",Erzincan,TUR-ERZ,Erzincan,TU,Turkey,Provincial capital,,"0",,"0","1",,39.7400040669,39.5049963127
"776",Nal'chik,RUS-KBK,Kabardino-Balkarskaya Resp.,RS,Russia,Provincial capital,,"4","250,000 to 499,999","0","0",UN_Data_2010_2020,43.4819970189,43.2860043541
"777",Vladikavkaz,RUS-NOS,Respublika Severnaya Osetiya,RS,Russia,Provincial capital,,"4","250,000 to 499,999","0","0",UN_Data_2010_2020,43.0499969624,44.6666763889
"778",Nazran,RUS-ING,Ingushskaya Respublika,RS,Russia,Provincial capital,,"5","100,000 to 249,999","0","0",UN_Data_2010_2020,43.2330030242,44.7830013067
"779",T'Bilisi,GEO-TBL,T'bilisi,GG,Georgia,National and provincial capital,,"2","1,000,000 to 4,999,999","0","0",UN_Data_2010_2020,41.7218130346,44.7831274053
"780",Kars,TUR-KAR,Kars,TU,Turkey,Provincial capital,,"0",,"0","1",,40.5929970343,43.0779963591
"781",Yerevan,ARM,Armenia,AM,Armenia,National capital,,"2","1,000,000 to 4,999,999","0","0",UN_Data_2010_2020,40.2080310744,44.5326753340
"782",Agri,TUR-AGR,Agri,TU,Turkey,Provincial capital,,"0",,"0","1",,39.7240019626,43.0620033564
"783",Tunceli,TUR-TNC,Tunceli,TU,Turkey,Provincial capital,,"0",,"0","1",,39.1166999361,39.5333012997
"784",Bingol,TUR-BNG,Bingol,TU,Turkey,Provincial capital,,"0",,"0","1",,38.8850039483,40.4980023562
"785",Mus,TUR-MUS,Mus,TU,Turkey,Provincial capital,,"0",,"0","1",,38.7299970597,41.5019973422
"786",Bitlis,TUR-BTL,Bitlis,TU,Turkey,Provincial capital,,"0",,"0","1",,38.3940000313,42.1229974440
"787",Siirt,TUR-SII,Siirt,TU,Turkey,Provincial capital,,"0",,"0","1",,37.9439999862,41.9329983738
"788",Diyarbakir,TUR-DYR,Diyarbakir,TU,Turkey,Provincial capital,,"0",,"0","1",,37.9140029288,40.2309994369
"789",Mardin,TUR-MRD,Mardin,TU,Turkey,Provincial capital,,"0",,"0","1",,37.3079969704,40.7500023616
"790",Al-Hasakah,SYR-AHS,Al Hasakah,SY,Syria,Provincial capital,,"0",,"0","0",,36.4930020298,40.7670033253
"791",Dayr az Zawr,SYR-DAZ,Dayr az Zawr,SY,Syria,Provincial capital,,"0",,"0","1",,35.3359980395,40.1540043584
"792",Van,TUR-VAN,Van,TU,Turkey,Provincial capital,,"0",,"0","1",,38.4890040344,43.4089984288
"793",Hakkari,TUR-HKK,Hakkari,TU,Turkey,Provincial capital,,"0",,"0","1",,37.5679979451,43.7509983770
"794",Dahuk,IRQ-DAH,Dahuk,IZ,Iraq,Provincial capital,,"0",,"0","1",,36.8667000419,43.0000024213
"795",Al Mawsil,IRQ-NIN,Ninawa,IZ,Iraq,Other,,"2","1,000,000 to 4,999,999","0","0",UN_Habitat_2020,36.3355650137,43.1371263183
"796",Arbil,IRQ-IRB,Arbil,IZ,Iraq,Provincial capital,,"2","1,000,000 to 4,999,999","0","1",UN_Habitat_2020,36.1799999487,44.0160034121
"797",Kirkuk,IRQ-ATA,At Ta'min,IZ,Iraq,Provincial capital,,"0",,"0","0",,35.4690000695,44.3909973268
"798",Samarra,IRQ-SAD,Salah ad Din,IZ,Iraq,Provincial capital,,"0",,"0","0",,34.1939969632,43.8750004127
"799",An Nabk,SAU-AQR,Al Qurayyat,SA,Saudi Arabia,Provincial capital,,"0",,"0","0",,31.3333019656,37.3332963357
"800",At Tafilah,JOR-ATF,At Tafilah,JO,Jordan,Provincial capital,,"0",,"0","1",,30.8333339642,35.6000044388
"801",Tabuk,SAU-TAB,Tabuk,SA,Saudi Arabia,Provincial capital,,"3","500,000 to 999,999","0","1",UN_Data_2010_2020,28.3833000707,36.6000033254
"802",Ha'il,SAU-HAI,Ha'il,SA,Saudi Arabia,Provincial capital,,"4","250,000 to 499,999","0","1",UN_Data_2010_2020,27.4667039555,41.7500014136
"803",Buraydah,SAU-AQA,Al Qasim,SA,Saudi Arabia,Provincial capital,,"4","250,000 to 499,999","0","0",UN_Data_2010_2020,26.3332979350,44.1333003810
"804",As Suwayda,SYR-ASW,As Suwayda',SY,Syria,Provincial capital,,"0",,"0","0",,32.7060000049,36.5660013979
"805",Ma'an,JOR-MAA,Ma'an,JO,Jordan,Provincial capital,,"0",,"0","1",,30.1920030365,35.7360033779
"806",Al Ghurdaqah,EGY-ABA,Al Bahr al Ahmar,EG,Egypt,Provincial capital,,"0",,"47990","0",,27.2332980250,33.8333043699
"807",Medina,SAU-AMD,Al Madinah,SA,Saudi Arabia,Other,,"2","1,000,000 to 4,999,999","0","0",UN_Data_2010_2020,24.4299960700,39.6999994433
"808",Haifa,ISR-HEF,Hefa,IS,Israel,Provincial capital,,"4","250,000 to 499,999","45080","0",UN_Data_2010_2020,32.7666959358,35.0000014001
"809",Ramla,ISR-HMR,Hamerkaz,IS,Israel,Provincial capital,,"0",,"0","0",,31.9167000430,34.8667023269
"810",Beersheba,ISR-HDR,Hadarom,IS,Israel,Provincial capital,,"5","100,000 to 249,999","0","0",UN_Data_2010_2020,31.2499979881,34.8000033107
"811",El'Arish,EGY-SSI,Shamal Sina',EG,Egypt,Provincial capital,,"0",,"0","0",,31.1333040417,33.8000044242
"812",Tel Aviv-Yafo,ISR-TAV,Tel Aviv,IS,Israel,Provincial capital,,"4","250,000 to 499,999","45090","0",UN_Data_2010_2020,32.0450039920,34.7699973172
"813",Gaza City,ISR-GAZ,Gaza Strip,GZ,Gaza Strip,Other,,"0",,"0","0",,31.5240030175,34.4459973576
"814",Sidon,LBN-SAY,Sayda,LE,Lebanon,Provincial capital,,"0",,"45040","0",,33.5833020253,35.4167013339
"815",Nabatiyet et Tahta,LBN-ANB,An Nabatiyah,LE,Lebanon,Provincial capital,,"0",,"0","0",,33.3833039359,35.4500014451
"816",Nazareth,ISR-HZF,Hazafon,IS,Israel,Provincial capital,,"0",,"0","0",,32.6999969196,35.2833033015
"817",Damascus,SYR-DMS,Dimashq,SY,Syria,National and provincial capital,,"0",,"0","0",,33.4999980478,36.2999973379
"818",Al Qunaytirah,SYR-AQN,Al Qunaytirah,SY,Syria,Provincial capital,,"0",,"0","1",,33.1200000728,35.8250042959
"819",Dar'a,SYR-DAR,Dar'a,SY,Syria,Provincial capital,,"0",,"0","1",,32.6250000563,36.1050033089
"820",Irbid,JOR-IRB,Irbid,JO,Jordan,Provincial capital,,"2","1,000,000 to 4,999,999","0","1",UN_Data_2010_2020,32.5569960360,35.8610044385
"821",Al Mafraq,JOR-AMF,Al Mafraq,JO,Jordan,Provincial capital,,"0",,"0","1",,32.2832969858,36.2332983217
"822",Az Zarqa',JOR-AZR,Az Zarqa,JO,Jordan,Provincial capital,,"2","1,000,000 to 4,999,999","0","0",UN_Data_2010_2020,32.0832990620,36.0666993028
"823",As-Salt,JOR-ABA,Al Balqa',JO,Jordan,Provincial capital,,"0",,"0","0",,32.0429970061,35.7229983481
"824",Amman,JOR-AMM,'Amman,JO,Jordan,National and provincial capital,,"2","1,000,000 to 4,999,999","0","0",UN_Data_2010_2020,31.9493789286,35.9329054335
"825",Al Karak,JOR-AKA,Al Karak,JO,Jordan,Provincial capital,,"0",,"0","1",,31.1799959181,35.7030003098
"826",Jerusalem,ISR-YRS,Yerushalayim,IS,Israel,National and provincial capital,,"3","500,000 to 999,999","0","0",UN_Data_2010_2020,31.7737440055,35.2252173788
"827",Ariha,ISR-WBK,West Bank,WE,West Bank,Other,,"0",,"0","0",,31.8529979359,35.4590014394
"828",Ar'ar,SAU-AHA,Al Hudud ash Shamaliyah,SA,Saudi Arabia,Provincial capital,,"5","100,000 to 249,999","0","0",UN_Data_2010_2020,30.9833010480,41.0333044285
"829",Sakakah,SAU-AJA,Al Jawf,SA,Saudi Arabia,Provincial capital,,"5","100,000 to 249,999","0","0",UN_Data_2010_2020,29.9999969804,40.1333043384
"830",Ba qubah,IRQ-DIY,Diyala,IZ,Iraq,Provincial capital,,"0",,"0","0",,33.7439969182,44.6429973321
"831",Ar-Ramadi,IRQ-AAN,Al Anbar,IZ,Iraq,Provincial capital,,"0",,"0","0",,33.4320029635,43.3119963759
"832",Baghdad,IRQ-BGH,Baghdad,IZ,Iraq,National and provincial capital,,"1","5,000,000 and greater","0","1",UN_Habitat_2020,33.3340020513,44.3979994368
"833",Karbala',IRQ-KRB,Karbala',IZ,Iraq,Provincial capital,,"0",,"0","1",,32.6140020123,44.0250034064
"834",Al-Hillah,IRQ-BAB,Babil,IZ,Iraq,Provincial capital,,"0",,"0","0",,32.4970019212,44.4459963173
"835",Ad Diwaniyah,IRQ-AQD,Al Qadisiyah,IZ,Iraq,Provincial capital,,"0",,"0","0",,31.9869989908,44.9280004055
"836",An Najaf,IRQ-ANA,An Najaf,IZ,Iraq,Provincial capital,,"2","1,000,000 to 4,999,999","0","1",UN_Habitat_2020,31.9832999345,44.3332983048
"837",Arua,UGA-NIL,Nile,UG,Uganda,Provincial capital,,"0",,"0","0",,3.0240000001,30.8989984347
"838",Gulu,UGA-NRT,Northern,UG,Uganda,Provincial capital,,"5","100,000 to 249,999","0","0",UN_Data_2010_2020,2.7790019394,32.2849983814
"839",Fort Portal,UGA-WST,Western,UG,Uganda,Provincial capital,,"0",,"0","0",,0.6710040695,30.2750014237
"840",Bombo,UGA-NRB,North Buganda,UG,Uganda,Provincial capital,,"0",,"0","0",,0.5832990540,32.5332993305
"841",Jinja,UGA-BUS,Busoga,UG,Uganda,Provincial capital,,"0",,"0","0",,0.4380030775,33.2029982945
"842",Kampala,UGA-CNT,Central,UG,Uganda,National and provincial capital,,"2","1,000,000 to 4,999,999","0","0",UN_Data_2010_2020,0.3230010361,32.5749964136
"843",Birao,CAF-VAK,Vakaga,CT,Central African Republic,Provincial capital,,"0",,"0","0",,10.2760019747,22.7940033273
"844",Malakal,,A'ali an Nil,OD,South Sudan,Provincial capital,,"0",,"0","0",,9.5300009777,31.6549982852
"845",Wau,,Bahr al Ghazal,OD,South Sudan,Provincial capital,,"0",,"0","0",,7.6959990357,27.9919982960
"846",Obo,CAF-HMB,Haut-Mbomou,CT,Central African Republic,Provincial capital,,"0",,"0","0",,5.3890019358,26.4950013433
"847",Bangassou,CAF-MBO,Mbomou,CT,Central African Republic,Provincial capital,,"0",,"0","0",,4.7379509943,22.8257373012
"848",Kisangani,ZAR-HZA,Haut-Zaire,CG,"Congo, DRC",Provincial capital,,"2","1,000,000 to 4,999,999","0","0",UN_Habitat_2020,0.5190030261,25.1960044304
"849",Wadi Halfa,SDN-ASH,Ash Shamaliyah,SU,Sudan,Other,,"0",,"0","0",,21.7600019588,31.2800043706
"850",Dongola,SDN-ASH,Ash Shamaliyah,SU,Sudan,Provincial capital,,"0",,"0","0",,19.1690009759,30.4740003228
"851",Omdurman,SDN-AKH,Al Khartum,SU,Sudan,Other,,"0",,"0","0",,15.6200040032,32.4800013465
"852",Khartoum,SDN-AKH,Al Khartum,SU,Sudan,National and provincial capital,,"1","5,000,000 and greater","0","0",UN_Habitat_2020,15.5500019332,32.5299964422
"853",El Fasher,SDN-DRF,Darfur,SU,Sudan,Provincial capital,,"0",,"0","0",,13.6269990731,25.3500033580
"854",El Obeid,SDN-KRD,Kurdufan,SU,Sudan,Other,,"0",,"0","0",,13.1799959372,30.1599993823
"855",Najran,SAU-NJR,Najran,SA,Saudi Arabia,Provincial capital,,"4","250,000 to 499,999","0","1",UN_Data_2010_2020,17.4833010210,44.1333003810
"856",Mecca,SAU-MKK,Makkah,SA,Saudi Arabia,Other,,"2","1,000,000 to 4,999,999","0","0",UN_Data_2010_2020,21.4273799696,39.8148393108
"857",Port Sudan,SDN-ASR,Ash Sharqiyah,SU,Sudan,Other,,"0",,"0","0",,19.6157070686,37.2196893215
"858",Sa'Dah,YEM-SDH,Sa'dah,YM,Yemen,Provincial capital,,"0",,"0","0",,16.9430039900,43.7650024316
"859",Asmara,ERI-HMS,Hamasen,ER,Eritrea,National capital,,"0",,"0","0",,15.3299970349,38.9700003852
"860",Gonder,ETH-GND,Gonder,ET,Ethiopia,Provincial capital,,"0",,"0","1",,12.6000000383,37.4679993722
"861",Jeddah,SAU-MKK,Makkah,SA,Saudi Arabia,Other,,"2","1,000,000 to 4,999,999","48140","0",UN_Data_2010_2020,21.5430030712,39.1730043198
"862",Abha,SAU-ASI,'Asir,SA,Saudi Arabia,Provincial capital,,"5","100,000 to 249,999","0","0",UN_Data_2010_2020,18.2199960444,42.5079993139
"863",Jaizan,SAU-JIZ,Jizan,SA,Saudi Arabia,Provincial capital,,"5","100,000 to 249,999","0","0",UN_Data_2010_2020,16.8485219222,42.5709633639
"864",Hajjah,YEM-HJJ,Hajjah,YM,Yemen,Provincial capital,,"0",,"0","1",,15.6930029823,43.6030023691
"865",Sanaa,YEM-SAN,San'a',YM,Yemen,National and provincial capital,,"2","1,000,000 to 4,999,999","0","0",UN_Habitat_2020,15.3614430672,44.2095032892
"866",Al Hudaydah,YEM-AHD,Al Hudaydah,YM,Yemen,Provincial capital,,"0",,"0","1",,14.7950009419,42.9460022901
"867",Dhamar,YEM-DHM,Dhamar,YM,Yemen,Provincial capital,,"0",,"0","1",,14.5500030466,44.3930043126
"868",Mek'ele,ETH-TGR,Tigray,ET,Ethiopia,Provincial capital,,"0",,"0","0",,13.4960040290,39.4740003959
"869",Ibb,YEM-IBB,Ibb,YM,Yemen,Provincial capital,,"0",,"0","1",,13.9679999965,44.1790023341
"870",Ta'izz,YEM-TAZ,Ta'izz,YM,Yemen,Provincial capital,,"0",,"0","1",,13.5700020329,44.0150043873
"871",Lahij,YEM-LHJ,Lahij,YM,Yemen,Provincial capital,,"0",,"0","1",,13.0332959973,44.9000013979
"872",Obock,DJI-OBC,Obock,DJ,Djibouti,Provincial capital,,"0",,"0","1",,11.9670030331,43.2909993128
"873",Tadjoura,DJI-TDJ,Tadjoura,DJ,Djibouti,Provincial capital,,"0",,"0","1",,11.7833039258,42.9000032938
"874",Djibouti,DJI-DJI,Djibouti,DJ,Djibouti,National and provincial capital,,"0",,"47850","1",,11.5000020243,43.1000013832
"875",Dese,ETH-WEO,Welo,ET,Ethiopia,Provincial capital,,"0",,"0","0",,11.0833019251,39.6833042934
"876",Harar,ETH-HRR,Harerge,ET,Ethiopia,Provincial capital,,"0",,"0","0",,9.2999970603,42.1333024424
"877",Ali Sabieh,DJI-ASA,'Ali Sabih,DJ,Djibouti,Provincial capital,,"0",,"0","0",,11.1519989910,42.7120024388
"878",Dikhil,DJI-DKH,Dikhil,DJ,Djibouti,Provincial capital,,"0",,"0","1",,11.1040019450,42.3720003748
"879",Hargeysa,SOM-WGL,Woqooyi Galbeed,SO,Somalia,Provincial capital,,"0",,"0","0",,9.5609970600,44.0600043587
"880",Goba,ETH-BAL,Bale,ET,Ethiopia,Provincial capital,,"0",,"0","0",,7.0059960541,39.9750033321
"881",Moroto,UGA-KRM,Karamoja,UG,Uganda,Provincial capital,,"0",,"0","0",,2.5329959176,34.6460043831
"882",Mbale,UGA-EST,Eastern,UG,Uganda,Provincial capital,,"0",,"0","0",,1.0809989364,34.1669973694
"883",Kakamega,KEN-WST,Western,KE,Kenya,Provincial capital,,"0",,"0","0",,0.2809979737,34.7419983095
"884",Debre Markos,ETH-GOJ,Gojam,ET,Ethiopia,Provincial capital,,"0",,"0","0",,10.3339980398,37.7299983967
"885",Nek'emte,ETH-WEL,Welega,ET,Ethiopia,Provincial capital,,"0",,"0","0",,9.0870030428,36.5400004399
"886",Addis Ababa,ETH-SHE,Shewa,ET,Ethiopia,National and provincial capital,,"2","1,000,000 to 4,999,999","0","0",UN_Habitat_2020,9.0299970664,38.7000003913
"887",Gore,ETH-ILB,Ilubabor,ET,Ethiopia,Provincial capital,,"0",,"0","0",,8.1489959898,35.5370043134
"888",Asela,ETH-ARS,Arsi,ET,Ethiopia,Provincial capital,,"0",,"0","0",,7.9499969252,39.1400014172
"889",Jima,ETH-KEF,Kefa,ET,Ethiopia,Provincial capital,,"0",,"0","0",,7.6779990471,36.8379994416
"890",Awasa,ETH-SID,Sidamo,ET,Ethiopia,Provincial capital,,"0",,"0","0",,7.0599960198,38.4769984185
"891",Arba Minch,ETH-GGO,Gamo Gofa,ET,Ethiopia,Provincial capital,,"0",,"0","0",,6.0333029642,37.5499983456
"892",Xuddur,SOM-BAK,Bakool,SO,Somalia,Provincial capital,,"0",,"0","0",,4.1832989178,43.8667024001
"893",Garbahaarey,SOM-GED,Gedo,SO,Somalia,Provincial capital,,"0",,"0","0",,3.3270030621,42.2270014415
"894",Baydhabo,SOM-BAY,Bay,SO,Somalia,Provincial capital,,"0",,"0","0",,3.1332959995,43.4999973965
"895",Marka,SOM-SHO,Shabeellaha Hoose,SO,Somalia,Provincial capital,,"0",,"47150","0",,1.7999999505,44.8333023817
"896",Wajir,KEN-NES,North-Eastern,KE,Kenya,Provincial capital,,"0",,"0","0",,1.7479980345,40.0470032864
"897",Bu'aale,SOM-JDH,Jubbada Dhexe,SO,Somalia,Provincial capital,,"0",,"0","0",,1.0833029654,42.5833023220
"898",Trondheim,NOR-STR,Sor-Trondelag,NO,Norway,Provincial capital,,"0",,"23090","0",,63.4159980693,10.4120013028
"899",Bremen,DEU-BRM,Bremen,GM,Germany,Provincial capital,,"3","500,000 to 999,999","30900","1",UN_Data_2010_2020,53.0800020811,8.8579983738
"900",Hannover,DEU-NDR,Niedersachsen,GM,Germany,Provincial capital,,"3","500,000 to 999,999","0","0",UN_Data_2010_2020,52.3860030002,9.7290004313
"901",Erfurt,DEU-THR,Thuringen,GM,Germany,Provincial capital,,"5","100,000 to 249,999","0","0",UN_Data_2010_2020,50.9759999797,11.0359983137
"902",Frankfurt,DEU-HSS,Hessen,GM,Germany,Other,,"3","500,000 to 999,999","0","0",UN_Data_2010_2020,50.1300000208,8.6681613120
"903",Stuttgart,DEU-BWR,Baden-Wurttemberg,GM,Germany,Provincial capital,,"3","500,000 to 999,999","0","0",UN_Data_2010_2020,48.7899990703,9.1819983334
"904",Bremerhaven,DEU-BRM,Bremen,GM,Germany,Other,,"5","100,000 to 249,999","30810","0",UN_Data_2010_2020,53.5499999989,8.5833002987
"905",Arhus,DNK-ARH,Arhus,DA,Denmark,Provincial capital,,"4","250,000 to 499,999","30260","1",UN_Data_2010_2020,56.1548069526,10.2127773459
"906",Vejle,DNK-VEJ,Vejle,DA,Denmark,Provincial capital,,"5","100,000 to 249,999","30190","1",UN_Data_2010_2020,55.7090009255,9.5349963255
"907",Odense,DNK-FYN,Fyn,DA,Denmark,Provincial capital,,"5","100,000 to 249,999","29880","0",UN_Data_2010_2020,55.3989959189,10.3920034300
"908",Ribe,DNK-RIB,Ribe,DA,Denmark,Provincial capital,,"0",,"0","1",,55.3332959275,8.7832983881
"909",Abenra,DNK-SND,Sonderjylland,DA,Denmark,Provincial capital,,"0",,"30100","0",,55.0479959764,9.4140003005
"910",Kiel,DEU-SHL,Schleswig-Holstein,GM,Germany,Provincial capital,,"5","100,000 to 249,999","28930","0",UN_Data_2010_2020,54.3249990284,10.1210044112
"911",Hamburg,DEU-HMB,Hamburg,GM,Germany,Provincial capital,,"2","1,000,000 to 4,999,999","30780","1",UN_Data_2010_2020,53.5709970620,10.0279982922
"912",Saint Gallen,CHE-SGL,Sankt Gallen,SZ,Switzerland,Provincial capital,,"6","50,000 to 99,999","0","0",UN_Data_2010_2020,47.4229979715,9.3619983845
"913",Herisau,CHE-ASR,Appenzell Ausser-Rhoden,SZ,Switzerland,Provincial capital,,"0",,"0","0",,47.3832989381,9.2833022994
"914",Appenzell,CHE-AIR,Appenzell Inner-Rhoden,SZ,Switzerland,Provincial capital,,"0",,"0","0",,47.3333040080,9.4167003318
"915",Vaduz,LIE,Liechtenstein,LS,Liechtenstein,National capital,,"7","Less than 50,000","0","0",UN_Data_2010_2020,47.1429989584,9.5210013725
"916",Chur,CHE-GRB,Graubunden,SZ,Switzerland,Provincial capital,,"0",,"0","0",,46.8569970257,9.5349963255
"917",Bellinzona,CHE-TIC,Ticino,SZ,Switzerland,Provincial capital,,"0",,"0","0",,46.1970000376,9.0199984363
"918",Trento,ITA-TAA,Trentino-Alto Adige,IT,Italy,Provincial capital,,"5","100,000 to 249,999","0","0",UN_Data_2010_2020,46.0680030431,11.1200044384
"919",Milan,ITA-LMB,Lombardia,IT,Italy,Provincial capital,,"2","1,000,000 to 4,999,999","0","0",UN_Data_2010_2020,45.4730040647,9.1899993028
"920",Schaffhausen,CHE-SCH,Schaffhausen,SZ,Switzerland,Provincial capital,,"0",,"0","1",,47.7060029952,8.6329983512
"921",Frauenfeld,CHE-THR,Thurgau,SZ,Switzerland,Provincial capital,,"0",,"0","0",,47.5679970703,9.1080003294
"922",Bregenz,AUT-VRR,Vorarlberg,AU,Austria,Provincial capital,,"7","Less than 50,000","0","0",UN_Data_2010_2020,47.5166969705,9.7667014149
"923",Zurich,CHE-ZRC,Zurich,SZ,Switzerland,Provincial capital,,"4","250,000 to 499,999","0","1",UN_Data_2010_2020,47.4010020490,8.5339984141
"924",Zug,CHE-ZUG,Zug,SZ,Switzerland,Provincial capital,,"7","Less than 50,000","0","1",UN_Data_2010_2020,47.1789989356,8.4870003930
"925",Glarus,CHE-GLR,Glarus,SZ,Switzerland,Provincial capital,,"0",,"0","1",,47.0500019411,9.0666994142
"926",Schwyz,CHE-SCW,Schwyz,SZ,Switzerland,Provincial capital,,"0",,"0","1",,47.0199959476,8.6480014307
"927",Altdorf,CHE-URI,Uri,SZ,Switzerland,Provincial capital,,"0",,"0","0",,46.8790020497,8.6380024116
"928",Arendal,NOR-AAG,Aust-Agder,NO,Norway,Provincial capital,,"0",,"23600","0",,58.4647559500,8.7660003812
"929",Alborg,DNK-NRD,Nordjylland,DA,Denmark,Provincial capital,,"5","100,000 to 249,999","30400","0",UN_Data_2010_2020,57.0349979868,9.9320043658
"930",Viborg,DNK-VBR,Viborg,DA,Denmark,Provincial capital,,"0",,"0","1",,56.4530040382,9.4169973750
"931",Drammen,NOR-BSK,Buskerud,NO,Norway,Provincial capital,,"0",,"23780","0",,59.6999969737,10.1999973739
"932",Lillehammer,NOR-OPP,Oppland,NO,Norway,Provincial capital,,"0",,"0","0",,61.1199990133,10.4820033728
"933",Hamar,NOR-HDM,Hedmark,NO,Norway,Provincial capital,,"0",,"0","0",,60.8200019620,11.0690013817
"934",Oslo,NOR-OSL,Oslo,NO,Norway,National and provincial capital,,"3","500,000 to 999,999","23810","1",UN_Data_2010_2020,59.9380020260,10.7119983541
"935",Moss,NOR-OST,Ostfold,NO,Norway,Provincial capital,,"0",,"23830","0",,59.4330029905,10.6689964324
"936",Tonsberg,NOR-VST,Vestfold,NO,Norway,Provincial capital,,"0",,"23720","0",,59.2640009833,10.4210012970
"937",Skien,NOR-TLM,Telemark,NO,Norway,Provincial capital,,"0",,"23680","0",,59.2070039431,9.6149974147
"938",Bodo,NOR-NRD,Nordland,NO,Norway,Provincial capital,,"0",,"22290","0",,67.2408089732,14.3342463374
"939",Steinkjer,NOR-NTR,Nord-Trondelag,NO,Norway,Provincial capital,,"0",,"23055","0",,64.0140030583,11.4990033885
"940",Ostersund,SWE-JMT,Jamtlands,SW,Sweden,Provincial capital,,"0",,"0","0",,63.1833030566,14.6500023976
"941",Vaxjo,SWE-KRN,Kronobergs,SW,Sweden,Provincial capital,,"0",,"0","0",,56.8839959682,14.8220013138
"942",Kalmar,SWE-KLM,Kalmar,SW,Sweden,Provincial capital,,"0",,"24570","1",,56.6669970806,16.3690022982
"943",Linkoping,SWE-OST,Ostergotlands,SW,Sweden,Provincial capital,,"0",,"0","0",,58.4019989201,15.6380043808
"944",Jonkoping,SWE-JNK,Jonkopings,SW,Sweden,Provincial capital,,"0",,"0","0",,57.7860030441,14.1779973285
"945",Falun,SWE-KPP,Kopparbergs,SW,Sweden,Provincial capital,,"0",,"0","0",,60.6130019281,15.6470043751
"946",Baerum,NOR-AKR,Akershus,NO,Norway,Provincial capital,,"0",,"0","0",,59.9134859529,11.3472363390
"947",Vasteras,SWE-VSM,Vastmanlands,SW,Sweden,Provincial capital,,"0",,"25395","0",,59.6169989755,16.5590013685
"948",Karlstad,SWE-VRM,Varmlands,SW,Sweden,Provincial capital,,"0",,"0","0",,59.3880030190,13.5109983959
"949",Orebro,SWE-ORB,Orebro,SW,Sweden,Provincial capital,,"0",,"0","1",,59.2800029222,15.2289994371
"950",Mariestad,SWE-SKR,Skaraborgs,SW,Sweden,Provincial capital,,"0",,"0","0",,58.7050019821,13.8279964109
"951",Vannersborg,SWE-ALV,Alvsborgs,SW,Sweden,Provincial capital,,"0",,"0","0",,58.3630020339,12.3300004334
"952",Goteborg,SWE-GOB,Goteborgs Och Bohus,SW,Sweden,Provincial capital,,"0",,"24020","0",,57.7410030727,11.7929973546
"953",Halmstad,SWE-HLL,Hallands,SW,Sweden,Provincial capital,,"0",,"24050","0",,56.6620019564,12.8549973417
"954",Lulea,SWE-NRR,Norrbottens,SW,Sweden,Provincial capital,,"0",,"27220","0",,65.5790040313,22.2200014120
"955",Umea,SWE-VST,Vasterbottens,SW,Sweden,Provincial capital,,"0",,"26890","0",,63.8240039881,20.2519984151
"956",Vaasa,FIN-VAA,Vaasa,FI,Finland,Provincial capital,,"0",,"27650","1",,63.0939959939,21.6090003293
"957",Harnosand,SWE-VSR,Vasternorrlands,SW,Sweden,Provincial capital,,"0",,"26240","0",,62.6339969297,17.9340034367
