FID,CITY_NAME,GMI_ADMIN,ADMIN_NAME,FIPS_CNTRY,CNTRY_NAME,STATUS,POP,POP_RANK,POP_CLASS,PORT_ID,LABEL_FLAG,POP_SOURCE,lat,long
"1",Cuiaba_Brazil,BRA-MGR,Mato Grosso,BR,Brazil,Provincial capital,,"3","500,000 to 999,999","0","0",UN_Data_2010_2020,"-15.6150000712","-56.0930036753"
"2",Brasilia_Brazil,BRA-DFD,Distrito Federal,BR,Brazil,National and provincial capital,,"2","1,000,000 to 4,999,999","0","0",UN_Data_2010_2020,"-15.7921109431","-47.8977476574"
"3",Goiania_Brazil,BRA-GOI,Goias,BR,Brazil,Provincial capital,,"2","1,000,000 to 4,999,999","0","0",UN_Data_2010_2020,"-16.7270039246","-49.2550016032"
"4",Campo Grande_Brazil,BRA-MGD,Mato Grosso do Sul,BR,Brazil,Provincial capital,,"3","500,000 to 999,999","0","0",UN_Data_2010_2020,"-20.4509970534","-54.6159956593"
"5",Pedro Juan Caballero_Paraguay,PRY-AMM,Amambay,PA,Paraguay,Provincial capital,,"0",,"0","0",,"-22.5330030669","-55.7479977164"
"6",Salto del Guaira_Paraguay,PRY-CNN,Canindeyu,PA,Paraguay,Provincial capital,,"0",,"0","0",,"-24.0499980579","-54.2833016847"
"7",Puerto Presidente Stroessner_Paraguay,PRY-APA,Alto Parana,PA,Paraguay,Provincial capital,,"0",,"0","0",,"-25.5269969723","-54.6229976039"
"8",Encarnacion_Paraguay,PRY-ITA,Itapua,PA,Paraguay,Provincial capital,,"0",,"0","0",,"-27.3770010187","-55.8510026890"
"9",Posadas_Argentina,ARG-MSN,Misiones,AR,Argentina,Provincial capital,,"4","250,000 to 499,999","0","0",UN_Data_2010_2020,"-27.3979980818","-55.9060016796"
"10",Puerto Maldonado_Peru,PER-MDD,Madre de Dios,PE,Peru,Provincial capital,,"0",,"0","0",,"-12.6029970757","-69.1919995626"
"11",Cuzco_Peru,PER-CUS,Cusco,PE,Peru,Provincial capital,,"4","250,000 to 499,999","0","0",UN_Data_2010_2020,"-13.5260010492","-71.9870036705"
"12",Abancay_Peru,PER-APR,Apurimac,PE,Peru,Provincial capital,,"0",,"0","0",,"-13.6420019500","-72.8839975844"
"13",Puno_Peru,PER-PUN,Puno,PE,Peru,Provincial capital,,"5","100,000 to 249,999","0","1",UN_Data_2010_2020,"-15.8450039886","-70.0340035876"
"14",Arequipa_Peru,PER-ARQ,Arequipa,PE,Peru,Provincial capital,,"2","1,000,000 to 4,999,999","0","1",UN_Data_2010_2020,"-16.3980000701","-71.5229995708"
"15",La Paz_Bolivia,BOL-LPA,La Paz,BL,Bolivia,National and provincial capital,,"2","1,000,000 to 4,999,999","0","1",UN_Habitat_2020,"-16.4990069930","-68.1462446098"
"16",Mata-Utu_Wallis & Futuna,WLF,Wallis & Futuna,WF,Wallis & Futuna,National and provincial capital,,"0",,"55650","0",,"-13.2732990621","-176.1515636360"
"17",Apia_Samoa,WSM,Samoa,WS,Samoa,National capital,,"7","Less than 50,000","55670","0",UN_Data_2010_2020,"-13.8370229528","-171.7394935900"
"18",Pago Pago_American Samoa,ASM,American Samoa,AQ,American Samoa,National and provincial capital,,"7","Less than 50,000","55680","0",UN_Data_2010_2020,"-14.2683749753","-170.6978606690"
"19",Papeete_French Polynesia,PYF,French Polynesia,FP,French Polynesia,National and provincial capital,,"7","Less than 50,000","55840","0",UN_Data_2010_2020,"-17.5349969205","-149.5700096990"
"20",Alofi_Niue,NIU,Niue,NE,Niue,National and provincial capital,,"7","Less than 50,000","55695","0",UN_Data_2010_2020,"-19.0166669421","-169.9166695720"
"21",Nuku' alofa_Tonga,TON,Tonga,TN,Tonga,National capital,,"7","Less than 50,000","55590","0",UN_Data_2010_2020,"-21.1309020566","-175.2456506490"
"22",Avarua_Cook Is.,COK,Cook Is.,CW,Cook Is.,National and provincial capital,,"0",,"0","0",,"-21.2333040068","-159.7666945930"
"23",Adamstown_Pitcairn Is.,PCN,Pitcairn Is.,PC,Pitcairn Is.,National and provincial capital,,"7","Less than 50,000","0","0",UN_Data_2010_2020,"-25.0659990487","-130.1030005560"
"24",Puerto Aisen_Chile,CHL-ADG,Aisen del General Carlos Ibanez del Campo,CI,Chile,Provincial capital,,"0",,"0","0",,"-45.4020029327","-72.7019996491"
"25",Comodoro Rivadavia_Argentina,ARG-CHB,Chubut,AR,Argentina,Other,,"5","100,000 to 249,999","13920","0",UN_Data_2010_2020,"-45.8299979536","-67.4999996448"
"26",Rio Gallegos_Argentina,ARG-SCR,Santa Cruz,AR,Argentina,Provincial capital,,"5","100,000 to 249,999","13960","0",UN_Data_2010_2020,"-51.6249990520","-69.2289985646"
"27",Stanley_Falkland Is.,FLK,Falkland Islands,FK,Falkland Is.,National and provincial capital,,"7","Less than 50,000","14000","0",UN_Data_2010_2020,"-51.7010040418","-57.8490025779"
"28",Punta Arenas_Chile,CHL-MYA,Magallanes y de la Antartica Chilena,CI,Chile,Other,,"5","100,000 to 249,999","14100","0",UN_Data_2010_2020,"-53.1661680614","-70.9346517116"
"29",Ushuaia_Argentina,ARG-TDF,Tierra del Fuego,AR,Argentina,Provincial capital,,"5","100,000 to 249,999","13980","0",UN_Data_2010_2020,"-54.7920000000","-68.2980025578"
"30",San Fernando_Chile,CHL-LGB,Libertador General Bernardo O'Higgins,CI,Chile,Provincial capital,,"0",,"0","0",,"-34.5879989557","-70.9849976326"
"31",Talca_Chile,CHL-MAU,Maule,CI,Chile,Provincial capital,,"5","100,000 to 249,999","0","0",UN_Data_2010_2020,"-35.4230010361","-71.6599977002"
"32",Concepcion_Chile,CHL-BIO,Bio-Bio,CI,Chile,Provincial capital,,"5","100,000 to 249,999","0","0",UN_Data_2010_2020,"-36.8260019465","-73.0549976412"
"33",Temuco_Chile,CHL-ARC,Araucania,CI,Chile,Provincial capital,,"4","250,000 to 499,999","0","0",UN_Data_2010_2020,"-38.7289979977","-72.5759995636"
"34",Neuquen_Argentina,ARG-NEU,Neuquen,AR,Argentina,Provincial capital,,"4","250,000 to 499,999","0","1",UN_Data_2010_2020,"-38.9449080028","-68.2833325969"
"35",Puerto Montt_Chile,CHL-LLA,Los Lagos,CI,Chile,Provincial capital,,"4","250,000 to 499,999","14270","0",UN_Data_2010_2020,"-41.4749969331","-72.9520016047"
"36",Antofagasta_Chile,CHL-ANT,Antofagasta,CI,Chile,Provincial capital,,"4","250,000 to 499,999","14660","1",UN_Data_2010_2020,"-23.6410020503","-70.3989986486"
"37",Copiapo_Chile,CHL-ATC,Atacama,CI,Chile,Provincial capital,,"5","100,000 to 249,999","0","0",UN_Data_2010_2020,"-27.3600000550","-70.3320025892"
"38",La Serena_Chile,CHL-CQM,Coquimbo,CI,Chile,Provincial capital,,"5","100,000 to 249,999","0","0",UN_Data_2010_2020,"-29.9009970062","-71.2449986074"
"39",San Juan_Argentina,ARG-SJU,San Juan,AR,Argentina,Provincial capital,,"3","500,000 to 999,999","0","1",UN_Data_2010_2020,"-31.5340019995","-68.5269986797"
"40",Mendoza_Argentina,ARG-MND,Mendoza,AR,Argentina,Provincial capital,,"2","1,000,000 to 4,999,999","0","1",UN_Data_2010_2020,"-32.8969980628","-68.8300015762"
"41",Valparaiso_Chile,CHL-VLP,Valparaiso,CI,Chile,Provincial capital,,"4","250,000 to 499,999","14500","1",UN_Data_2010_2020,"-33.0209999330","-71.5550036140"
"42",Santiago_Chile,CHL-RMT,Region Metropolitana,CI,Chile,National and provincial capital,,"1","5,000,000 and greater","0","0",UN_Habitat_2020,"-33.4750230513","-70.6475155539"
"43",Coquimbo_Chile,CHL-CQM,Coquimbo,CI,Chile,Other,,"4","250,000 to 499,999","14570","1",UN_Data_2010_2020,"-29.9590020074","-71.3320016412"
"44",Portoviejo_Ecuador,ECU-MAN,Manabi,EC,Ecuador,Provincial capital,,"5","100,000 to 249,999","0","0",UN_Data_2010_2020,"-1.0559969661","-80.4549956236"
"45",Guaranda_Ecuador,ECU-BLV,Bolivar,EC,Ecuador,Provincial capital,,"0",,"0","0",,"-1.6059959730","-79.0029986424"
"46",Babahoyo_Ecuador,ECU-LRI,Los Rios,EC,Ecuador,Provincial capital,,"0",,"0","0",,"-1.7949960184","-79.5300027020"
"47",Guayaquil_Ecuador,ECU-GUA,Guayas,EC,Ecuador,Provincial capital,,"2","1,000,000 to 4,999,999","15270","0",UN_Data_2010_2020,"-2.2030919603","-79.9078766943"
"48",Azogues_Ecuador,ECU-CAN,Canar,EC,Ecuador,Provincial capital,,"0",,"0","0",,"-2.7500040351","-78.8439956544"
"49",Leticia_Colombia,COL-AMZ,Amazonas,CO,Colombia,Provincial capital,,"0",,"0","0",,"-4.1499989349","-69.9499976284"
"50",Rio Branco_Brazil,BRA-ACR,Acre,BR,Brazil,Provincial capital,,"4","250,000 to 499,999","0","0",UN_Data_2010_2020,"-9.9790019607","-67.8120027011"
"51",Cobija_Bolivia,BOL-PAN,Pando,BL,Bolivia,Provincial capital,,"0",,"0","0",,"-11.0324970807","-68.7975475829"
"52",Baquerizo Moreno_Ecuador,ECU-GLP,Galapagos,EC,Ecuador,Provincial capital,,"0",,"15345","0",,"-0.8999999887","-89.6059977154"
"53",Cuenca_Ecuador,ECU-AZU,Azuay,EC,Ecuador,Provincial capital,,"4","250,000 to 499,999","0","0",UN_Data_2010_2020,"-2.8980000430","-79.0149957112"
"54",Machala_Ecuador,ECU-EOR,El Oro,EC,Ecuador,Provincial capital,,"5","100,000 to 249,999","0","0",UN_Data_2010_2020,"-3.2660009492","-79.9540016236"
"55",Tumbes_Peru,PER-TMB,Tumbes,PE,Peru,Provincial capital,,"0",,"0","1",,"-3.5679960502","-80.4539965988"
"56",Loja_Ecuador,ECU-LOJ,Loja,EC,Ecuador,Provincial capital,,"5","100,000 to 249,999","0","1",UN_Data_2010_2020,"-3.9899969221","-79.2039955911"
"57",Zamora_Ecuador,ECU-ZCH,Zamora-Chinchipe,EC,Ecuador,Provincial capital,,"0",,"0","0",,"-4.0689989864","-78.9569996461"
"58",Piura_Peru,PER-PIU,Piura,PE,Peru,Provincial capital,,"4","250,000 to 499,999","0","1",UN_Data_2010_2020,"-5.1939989335","-80.6249966556"
"59",Chiclayo_Peru,PER-LMB,Lambayeque,PE,Peru,Provincial capital,,"3","500,000 to 999,999","0","0",UN_Data_2010_2020,"-6.7629960059","-79.8370016979"
"60",Trujillo_Peru,PER-LLB,La Libertad,PE,Peru,Provincial capital,,"3","500,000 to 999,999","0","0",UN_Data_2010_2020,"-8.1119969506","-79.0299986252"
"61",Mayobamba_Peru,PER-SMR,San Martin,PE,Peru,Provincial capital,,"0",,"0","0",,"-6.0120000502","-76.9899956741"
"62",Chachapoyas_Peru,PER-AMZ,Amazonas,PE,Peru,Provincial capital,,"0",,"0","0",,"-6.2350020230","-77.8679996762"
"63",Cajamarca_Peru,PER-CJM,Cajamarca,PE,Peru,Provincial capital,,"5","100,000 to 249,999","0","1",UN_Data_2010_2020,"-7.1620019304","-78.5109957005"
"64",Pucallpa_Peru,PER-UCY,Ucayali,PE,Peru,Provincial capital,,"4","250,000 to 499,999","0","0",UN_Data_2010_2020,"-8.3870010049","-74.5270015968"
"65",Chimbote_Peru,PER-ANC,Ancash,PE,Peru,Other,,"4","250,000 to 499,999","15030","0",UN_Data_2010_2020,"-8.9300970265","-78.4531436062"
"66",Huaraz_Peru,PER-ANC,Ancash,PE,Peru,Provincial capital,,"5","100,000 to 249,999","0","0",UN_Data_2010_2020,"-9.5360040258","-77.5310036229"
"67",Huanuco_Peru,PER-HUA,Huanuco,PE,Peru,Provincial capital,,"5","100,000 to 249,999","0","1",UN_Data_2010_2020,"-9.9250019951","-76.2309985834"
"68",Cerro De Pasco_Peru,PER-PAS,Pasco,PE,Peru,Provincial capital,,"0",,"0","0",,"-10.6869959948","-76.2630026267"
"69",Quito_Ecuador,ECU-PCH,Pichincha,EC,Ecuador,National and provincial capital,,"2","1,000,000 to 4,999,999","0","0",UN_Data_2010_2020,"-0.2294999183","-78.5242795703"
"70",La Tacunga_Ecuador,ECU-CTP,Cotopaxi,EC,Ecuador,Provincial capital,,"0",,"0","0",,"-0.9320040319","-78.6059997037"
"71",Tena_Ecuador,ECU-NAP,Napo,EC,Ecuador,Provincial capital,,"0",,"0","0",,"-0.9833039663","-77.8166995764"
"72",Ambato_Ecuador,ECU-TNG,Tungurahua,EC,Ecuador,Provincial capital,,"5","100,000 to 249,999","0","0",UN_Data_2010_2020,"-1.2400020527","-78.6200035928"
"73",Puyo_Ecuador,ECU-PST,Pastaza,EC,Ecuador,Provincial capital,,"0",,"0","0",,"-1.4830020638","-77.9869976515"
"74",Riobamba_Ecuador,ECU-CHM,Chimborazo,EC,Ecuador,Provincial capital,,"5","100,000 to 249,999","0","0",UN_Data_2010_2020,"-1.6710029188","-78.6449965899"
"75",Macas_Ecuador,ECU-MSN,Morona-Santiago,EC,Ecuador,Provincial capital,,"0",,"0","0",,"-2.3129999183","-78.1149956212"
"76",Iquitos_Peru,PER-LOR,Loreto,PE,Peru,Provincial capital,,"4","250,000 to 499,999","12570","0",UN_Data_2010_2020,"-3.7529999962","-73.1909965803"
"77",Callao_Peru,PER-CAL,Callao,PE,Peru,Provincial capital,,"0",,"14950","1",,"-12.0570029387","-77.1440037033"
"78",Huancayo_Peru,PER-JUN,Junin,PE,Peru,Provincial capital,,"4","250,000 to 499,999","0","0",UN_Data_2010_2020,"-12.0750029273","-75.2110016587"
"79",Huancavelica_Peru,PER-HNC,Huancavelica,PE,Peru,Provincial capital,,"0",,"0","1",,"-12.7899990714","-74.9860016361"
"80",Ayacucho_Peru,PER-AYC,Ayacucho,PE,Peru,Provincial capital,,"5","100,000 to 249,999","0","1",UN_Data_2010_2020,"-13.1730030570","-74.2210016258"
"81",Ica_Peru,PER-ICA,Ica,PE,Peru,Provincial capital,,"4","250,000 to 499,999","0","1",UN_Data_2010_2020,"-14.0640029873","-75.7439997019"
"82",Moquegua_Peru,PER-MOQ,Moquegua,PE,Peru,Provincial capital,,"0",,"0","1",,"-17.1939959972","-70.9309976670"
"83",Tacna_Peru,PER-TAC,Tacna,PE,Peru,Provincial capital,,"4","250,000 to 499,999","0","1",UN_Data_2010_2020,"-18.0180000336","-70.2510026407"
"84",Iquique_Chile,CHL-TRP,Tarapaca,CI,Chile,Provincial capital,,"5","100,000 to 249,999","14760","0",UN_Data_2010_2020,"-20.2210020722","-70.1489966929"
"85",Lima_Peru,PER-LIM,Lima,PE,Peru,National and provincial capital,,"1","5,000,000 and greater","0","1",UN_Data_2010_2020,"-12.0819959358","-77.0450036007"
"86",Belem_Brazil,BRA-PAR,Para,BR,Brazil,Provincial capital,,"2","1,000,000 to 4,999,999","12490","0",UN_Data_2010_2020,"-1.4390009517","-48.4980025622"
"87",Santarem_Brazil,BRA-PAR,Para,BR,Brazil,Other,,"5","100,000 to 249,999","12510","0",UN_Data_2010_2020,"-2.4599970668","-54.6100016757"
"88",Manaus_Brazil,BRA-AMZ,Amazonas,BR,Brazil,Provincial capital,,"2","1,000,000 to 4,999,999","12560","0",UN_Data_2010_2020,"-3.1220010407","-60.0149966783"
"89",Porto Velho_Brazil,BRA-RND,Rondonia,BR,Brazil,Provincial capital,,"4","250,000 to 499,999","0","0",UN_Data_2010_2020,"-8.7620040211","-63.9060027008"
"90",Palmas_Brazil,BRA-TCN,Tocantins,BR,Brazil,Provincial capital,,"5","100,000 to 249,999","0","0",UN_Data_2010_2020,"-10.2127679837","-48.3603476282"
"91",Mayor Pablo Lagerenza_Paraguay,PRY-CHA,Chaco,PA,Paraguay,Provincial capital,,"0",,"0","0",,"-19.9666980378","-60.7499996313"
"92",Fuerte Otimpo_Paraguay,PRY-APR,Alto Paraguay,PA,Paraguay,Provincial capital,,"0",,"0","0",,"-21.0359970127","-58.0300016538"
"93",Mariscal Jose F. Estigarribia_Paraguay,PRY-BQR,Boqueron,PA,Paraguay,Provincial capital,,"0",,"0","0",,"-22.0300020811","-60.6099956567"
"94",Trinidad_Bolivia,BOL-EBE,El Beni,BL,Bolivia,Provincial capital,,"0",,"0","0",,"-14.8410000665","-64.9029955766"
"95",Cochabamba_Bolivia,BOL-CCH,Cochabamba,BL,Bolivia,Provincial capital,,"0",,"0","1",,"-17.3840040035","-66.1670006389"
"96",Santa Cruz de La Sierra_Bolivia,BOL-SCR,Santa Cruz,BL,Bolivia,Other,,"2","1,000,000 to 4,999,999","0","0",UN_Habitat_2020,"-17.7887879555","-63.1974145804"
"97",Oruro_Bolivia,BOL-ORU,Oruro,BL,Bolivia,Provincial capital,,"0",,"0","1",,"-17.9749979464","-67.1110016755"
"98",Sucre_Bolivia,BOL-CHQ,Chuquisaca,BL,Bolivia,Provincial capital,,"0",,"0","0",,"-19.0420019939","-65.2560026704"
"99",Potosi_Bolivia,BOL-POT,Potosi,BL,Bolivia,Provincial capital,,"0",,"0","1",,"-19.5830010066","-65.7559976456"
"100",Fortin Coronel Eugenia Garay_Paraguay,PRY-NAS,Nueva Asuncion,PA,Paraguay,Provincial capital,,"0",,"0","0",,"-20.5199999331","-62.2040035984"
"101",Tarija_Bolivia,BOL-TAR,Tarija,BL,Bolivia,Provincial capital,,"0",,"0","1",,"-21.5319960540","-64.7309966604"
"102",Concepcion_Paraguay,PRY-CNC,Concepcion,PA,Paraguay,Provincial capital,,"0",,"0","1",,"-23.4029969980","-57.4289995902"
"103",Pozo Colorado_Paraguay,PRY-PHA,Presidente Hayes,PA,Paraguay,Provincial capital,,"0",,"0","0",,"-23.4360000661","-58.8519987044"
"104",San Pedro_Paraguay,PRY-SPE,San Pedro,PA,Paraguay,Provincial capital,,"0",,"0","1",,"-24.0890040457","-57.0770006229"
"105",Asuncion_Paraguay,PRY-CNT,Central,PA,Paraguay,National capital,,"0",,"0","0",,"-25.3050029604","-57.6219955695"
"106",Artigas_Uruguay,URY-ART,Artigas,UY,Uruguay,Provincial capital,,"0",,"0","1",,"-30.4100010773","-56.4730016503"
"107",Santa Fe_Argentina,ARG-SFE,Santa Fe,AR,Argentina,Provincial capital,,"3","500,000 to 999,999","13560","1",UN_Data_2010_2020,"-31.6169999977","-60.6979977153"
"108",Parana_Argentina,ARG-ERI,Entre Rios,AR,Argentina,Provincial capital,,"4","250,000 to 499,999","13570","0",UN_Data_2010_2020,"-31.7300039895","-60.5320017189"
"109",Rosario_Argentina,ARG-SFE,Santa Fe,AR,Argentina,Other,,"2","1,000,000 to 4,999,999","13630","0",UN_Data_2010_2020,"-32.9377320309","-60.6639325731"
"110",La Plata_Argentina,ARG-BAI,Buenos Aires,AR,Argentina,Provincial capital,,"3","500,000 to 999,999","13770","0",UN_Data_2010_2020,"-34.9166969964","-57.9500005647"
"111",San Jose De Mayo_Uruguay,URY-SJO,San Jose,UY,Uruguay,Provincial capital,,"0",,"0","0",,"-34.3549979638","-56.7109976010"
"112",Colonia del Sacramento_Uruguay,URY-COL,Colonia,UY,Uruguay,Provincial capital,,"0",,"13140","0",,"-34.4799990243","-57.8400025836"
"113",Canelones_Uruguay,URY-CNL,Canelones,UY,Uruguay,Provincial capital,,"0",,"0","1",,"-34.5380040255","-56.2840016049"
"114",Santa Rosa_Argentina,ARG-LPA,La Pampa,AR,Argentina,Provincial capital,,"5","100,000 to 249,999","0","0",UN_Data_2010_2020,"-36.6280020724","-64.2879985600"
"115",Bahia Blanca_Argentina,ARG-BAI,Buenos Aires,AR,Argentina,Other,,"4","250,000 to 499,999","13815","0",UN_Data_2010_2020,"-38.7252719676","-62.2740596161"
"116",Viedma_Argentina,ARG-RNE,Rio Negro,AR,Argentina,Provincial capital,,"0",,"0","0",,"-40.8150269189","-62.9950317060"
"117",Rawson_Argentina,ARG-CHB,Chubut,AR,Argentina,Provincial capital,,"5","100,000 to 249,999","0","0",UN_Data_2010_2020,"-43.2999990464","-65.0999965914"
"118",Buenos Aires_Argentina,ARG-DFD,Distrito Federal,AR,Argentina,National and provincial capital,,"1","5,000,000 and greater","13760","1",UN_Data_2010_2020,"-34.6224960102","-58.4498336968"
"119",San Salvador De Jujuy_Argentina,ARG-JUJ,Jujuy,AR,Argentina,Provincial capital,,"4","250,000 to 499,999","0","0",UN_Data_2010_2020,"-24.1980030019","-65.3010026418"
"120",Salta_Argentina,ARG-SAL,Salta,AR,Argentina,Provincial capital,,"3","500,000 to 999,999","0","1",UN_Data_2010_2020,"-24.7889969447","-65.4080037138"
"121",San Miguel De Tucuman_Argentina,ARG-TCM,Tucuman,AR,Argentina,Provincial capital,,"3","500,000 to 999,999","0","0",UN_Data_2010_2020,"-26.8290000614","-65.2139996080"
"122",Santiago Del Estero_Argentina,ARG-SDE,Santiago del Estero,AR,Argentina,Provincial capital,,"4","250,000 to 499,999","0","0",UN_Data_2010_2020,"-27.7900020617","-64.2689997120"
"123",Catamarca_Argentina,ARG-CTM,Catamarca,AR,Argentina,Provincial capital,,"5","100,000 to 249,999","0","1",UN_Data_2010_2020,"-28.4660009886","-65.7809995787"
"124",La Rioja_Argentina,ARG-LRI,La Rioja,AR,Argentina,Provincial capital,,"5","100,000 to 249,999","0","1",UN_Data_2010_2020,"-29.4129989343","-66.8549966347"
"125",Cordoba_Argentina,ARG-CRD,Cordoba,AR,Argentina,Provincial capital,,"2","1,000,000 to 4,999,999","0","1",UN_Data_2010_2020,"-31.3160039216","-64.1799986286"
"126",San Luis_Argentina,ARG-SLU,San Luis,AR,Argentina,Provincial capital,,"5","100,000 to 249,999","0","1",UN_Data_2010_2020,"-33.3160020256","-66.3479997149"
"127",Caacupe_Paraguay,PRY-CRD,Cordillera,PA,Paraguay,Provincial capital,,"0",,"0","0",,"-25.3870019338","-57.1400005829"
"128",Coronel Oviedo_Paraguay,PRY-CAA,Caaguazu,PA,Paraguay,Provincial capital,,"0",,"0","0",,"-25.4529989683","-56.4280016789"
"129",Paraguari_Paraguay,PRY-PRG,Paraguari,PA,Paraguay,Provincial capital,,"0",,"0","1",,"-25.6239990251","-57.1509986269"
"130",Villarrica_Paraguay,PRY-GUA,Guaira,PA,Paraguay,Provincial capital,,"0",,"0","0",,"-25.7840010380","-56.4509966262"
"131",Formosa_Argentina,ARG-FRM,Formosa,AR,Argentina,Provincial capital,,"4","250,000 to 499,999","13340","1",UN_Data_2010_2020,"-26.1829980264","-58.1769986369"
"132",Pilar_Paraguay,PRY-NMB,Neembucu,PA,Paraguay,Provincial capital,,"0",,"0","0",,"-26.8679969476","-58.2959966122"
"133",Resistencia_Argentina,ARG-CHA,Chaco,AR,Argentina,Provincial capital,,"4","250,000 to 499,999","13380","0",UN_Data_2010_2020,"-27.4570019423","-58.9869986186"
"134",Corrientes_Argentina,ARG-CRR,Corrientes,AR,Argentina,Provincial capital,,"4","250,000 to 499,999","13370","1",UN_Data_2010_2020,"-27.4869989997","-58.8179966115"
"135",Ypacarai_Paraguay,PRY-CNT,Central,PA,Paraguay,Provincial capital,,"0",,"0","0",,"-25.4060009472","-57.2830016320"
"136",Caazapa_Paraguay,PRY-CAZ,Caazapa,PA,Paraguay,Provincial capital,,"0",,"0","1",,"-26.1999989901","-56.3679986280"
"137",San Juan Bautista_Paraguay,PRY-MSN,Misiones,PA,Paraguay,Provincial capital,,"0",,"0","0",,"-26.6730029186","-57.1470026930"
"138",Salto_Uruguay,URY-SAL,Salto,UY,Uruguay,Provincial capital,,"0",,"13180","1",,"-31.3959960746","-57.9629966583"
"139",Paysandu_Uruguay,URY-PYS,Paysandu,UY,Uruguay,Provincial capital,,"0",,"13170","1",,"-32.3319959763","-58.0799965840"
"140",Fray Bentos_Uruguay,URY-RNE,Rio Negro,UY,Uruguay,Provincial capital,,"0",,"13160","0",,"-33.1389990490","-58.3039975817"
"141",Mercedes_Uruguay,URY-SOR,Soriano,UY,Uruguay,Provincial capital,,"0",,"0","0",,"-33.2780039987","-58.0149985743"
"142",Durazno_Uruguay,URY-DRZ,Durazno,UY,Uruguay,Provincial capital,,"0",,"0","1",,"-33.4170000124","-56.5100006522"
"143",Trinidad_Uruguay,URY-FLR,Flores,UY,Uruguay,Provincial capital,,"0",,"0","0",,"-33.5439989571","-56.9009966712"
"144",Sao Paulo_Brazil,BRA-SPA,Sao Paulo,BR,Brazil,Provincial capital,,"1","5,000,000 and greater","0","1",UN_Data_2010_2020,"-23.5809989994","-46.6229965827"
"145",Santos_Brazil,BRA-SPA,Sao Paulo,BR,Brazil,Other,,"4","250,000 to 499,999","12970","0",UN_Data_2010_2020,"-23.9546970115","-46.3094906038"
"146",Curitiba_Brazil,BRA-PAN,Parana,BR,Brazil,Provincial capital,,"2","1,000,000 to 4,999,999","0","0",UN_Data_2010_2020,"-25.4300040210","-49.2849986606"
"147",Florianopolis_Brazil,BRA-SCT,Santa Catarina,BR,Brazil,Provincial capital,,"4","250,000 to 499,999","13030","0",UN_Data_2010_2020,"-27.5759999177","-48.6189985873"
"148",Porto Alegre_Brazil,BRA-RGS,Rio Grande do Sul,BR,Brazil,Provincial capital,,"2","1,000,000 to 4,999,999","13080","0",UN_Data_2010_2020,"-30.0400019559","-51.2080016861"
"149",Rivera_Uruguay,URY-RIV,Rivera,UY,Uruguay,Provincial capital,,"0",,"0","1",,"-30.8874060436","-55.5290366891"
"150",Tacuarembo_Uruguay,URY-TCR,Tacuarembo,UY,Uruguay,Provincial capital,,"0",,"0","1",,"-31.7050020563","-55.9829965926"
"151",Melo_Uruguay,URY-CLA,Cerro Largo,UY,Uruguay,Provincial capital,,"0",,"0","0",,"-32.3630009947","-54.1770025943"
"152",Treinta Y Tres_Uruguay,URY-TYT,Treinta y Tres,UY,Uruguay,Provincial capital,,"0",,"0","0",,"-33.2309970415","-54.3750026340"
"153",Florida_Uruguay,URY-FLD,Florida,UY,Uruguay,Provincial capital,,"0",,"0","1",,"-34.0990020245","-56.2149985597"
"154",Minas_Uruguay,URY-LVL,Lavalleja,UY,Uruguay,Provincial capital,,"0",,"0","0",,"-34.3749960020","-55.2269965765"
"155",Rocha_Uruguay,URY-ROC,Rocha,UY,Uruguay,Provincial capital,,"0",,"0","1",,"-34.4969999880","-54.3259976271"
"156",Maldonado_Uruguay,URY-MLD,Maldonado,UY,Uruguay,Provincial capital,,"0",,"0","1",,"-34.9129979402","-54.9479965883"
"157",Montevideo_Uruguay,URY-MNT,Montevideo,UY,Uruguay,National and provincial capital,,"2","1,000,000 to 4,999,999","13120","1",UN_Data_2010_2020,"-34.9200000502","-56.1699985883"
"158",Salvador_Brazil,BRA-BAH,Bahia,BR,Brazil,Provincial capital,,"2","1,000,000 to 4,999,999","12770","0",UN_Data_2010_2020,"-12.9930030059","-38.4810026388"
"159",Jamestown_St. Helena,SHN,St. Helena,SH,St. Helena,National and provincial capital,,"0",,"46690","0",,"-15.9219990670","-5.7050006653"
"160",Belo Horizonte_Brazil,BRA-MGE,Minas Gerais,BR,Brazil,Provincial capital,,"2","1,000,000 to 4,999,999","0","0",UN_Data_2010_2020,"-19.8520019757","-43.9090016904"
"161",Vitoria_Brazil,BRA-ESA,Espirito Santo,BR,Brazil,Provincial capital,,"4","250,000 to 499,999","12850","0",UN_Data_2010_2020,"-20.3329979375","-40.4139955819"
"162",Rio de Janeiro_Brazil,BRA-RDJ,Rio de Janeiro,BR,Brazil,Other,,"1","5,000,000 and greater","12920","1",UN_Data_2010_2020,"-22.7215710345","-43.4551855922"
"163",Niteroi_Brazil,BRA-RDJ,Rio de Janeiro,BR,Brazil,Provincial capital,,"4","250,000 to 499,999","12930","0",UN_Data_2010_2020,"-22.8390030380","-42.8810036307"
"164",Sao Luis_Brazil,BRA-MRN,Maranhao,BR,Brazil,Provincial capital,,"3","500,000 to 999,999","12590","0",UN_Data_2010_2020,"-2.5149960574","-44.3009965688"
